id,tradition,chunk_index,text,model,filename,chunking
ainu_folk_tales,ainu_folk_tales,10,"serious value of folk-lore, as embodying early but quite real stages of
philosophy among mankind, will be grateful for this collection, in spite
of its repulsive features, as furnishing the clearest evidence that the
basis of their argument is not only theoretical but actual.",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,11,"Edward B. Tylor.

[A] _The Language, Mythology, and Geographical Nomenclature of Japan,
viewed in the light of Aino Studies._ By Basil Hall Chamberlain.
Including an _Ainu Grammar_ by John Batchelor. (Memoirs of the
Literature College, Imperial University of Japan, No. 1.) T[=o]ky[=o]:
1887.

AINO FOLK-LORE.

By Basil Hall Chamberlain.

_Prefatory Remarks._",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,12,"I visited the island of Yezo for the third time in the summer of 1886,
in order to study the Aino language, with a view to elucidate by its
means the obscure problem of the geographical nomenclature of Japan.
But, as is apt to happen on such occasions, the chief object of my visit
soon ceased to be the only object. He who would learn a language must
try to lisp in it, and more especially must he try to induce the natives
to chatter in it in his presence. Now in Yezo, subjects of discourse are
few. The Ainos stand too low in the scale of humanity to have any notion
of the civilised art of ""making conversation."" When, therefore, the
fishing and the weather are exhausted, the European sojourner in one of
their dreary, filthy seaside hamlets will find himself,--at least I
found myself,--sadly at a loss for any further means of setting his
native companions' tongues in motion. It is then that fairy-tales come
to the rescue. The Ainos would not suggest the idea themselves. To
",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,13,"suggest ideas is not their habit. But they are delighted to follow it
when suggested. Simply to repeat something which they have known by
heart ever since the days of their childhood is not such an effort to
their easily-tired brains as is the keeping up of a conversation with
one who speaks their language imperfectly. Their tongues are at once
loosened.",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,14,"In my own case, I found myself, after a short time, listening to the
stories for their own sake,--not merely as linguistic exercises; and I
ventured to include a few of them in the ""Memoir on the Ainos"" which was
published a few months ago by the Imperial University of Japan. Some
remarks in a review of this ""Memoir,"" contained in _Nature_ of the 12th
May, 1887, have encouraged me to believe that anthropologists and
comparative mythologists may be interested in having laid before them
something more than mere samples of the mental products of a people
which is interesting for three reasons,--interesting because its domain
once extended over the entire Japanese archipelago, interesting because
absolutely nothing certain is known as to its origin and affinities,
interesting because it is, so to speak, almost at its last gasp. I have,
therefore, now collected and classified all the tales that were
communicated to me by Ainos, in Aino, during my last stay in the island,
",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,15,"and more latterly in T[=o]ky[=o], when, by the kind assistance of the
President of the University, Mr. H. Watanabe, an exceptionally
intelligent Aino was procured from the North, and spent a month in my
house. These tales form the paper which I now have the honour to offer
for the acceptance of your learned Society.",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,16,"It would, no doubt, be possible to treat the subject of Aino folk-lore
in great detail. The gloss might easily be made longer than the text.
Each story might be analysed according to the method proposed by the
Folk-Lore Society; a ""survey of incidents"" might be appended to each, as
in Messrs. Steel and Temple's charming ""Wide-Awake Stories,"" from the
Punjab and Cashmere. More interesting to the anthropologist than such
mechanical dissection of each tale considered as an independent entity
would be the attempt to unravel the affinities of these Aino tales. How
many of them, what parts of them, are original? How many of them are
borrowed, and whence?",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,17,"To carry out such an investigation with that completeness which would
alone give it serious value, would necessitate a greater expenditure of
time than my duties will allow of, perhaps also a fund of multifarious
knowledge which I do not possess. I would, therefore, merely suggest in
passing that the probabilities of the case are in favour of the Ainos
having borrowed from their only clever neighbours, the Japanese. (The
advent of the Russians is so recent that they need hardly be counted in
this connection.) The reasons for attributing to the Japanese, rather
than to the Ainos, the prior possession (which, by the way, by no means
implies the invention) of the tales common to both races, are partly
general, partly special. Thus it is _a priori_ likely that the stupid
and barbarous will be taught by the clever and educated, not the clever
and educated by the stupid and barbarous. On the other hand, as I have
elsewhere demonstrated, a comparative study of the languages of the two
",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,18,"peoples shows clearly that this _a priori_ view is fully borne out so
far as far as the linguistic domain is concerned. The same remark
applies to social customs. Even in religion, the most conservative of
all institutions, especially among barbarians, the Ainos have suffered
Japanese influence to intrude itself. It is Japanese rice-beer, under
its Japanese name of _sake_, which they offer in libations to their
gods. Their very word for ""prayer"" seems to be archaic Japanese. A
mediæval Japanese hero, Yoshitsune, is generally allowed to be held in
religious reverence by them. The idea of earthquakes being caused by the
wriggling of a gigantic fish under the earth is shared by the Ainos with
the Japanese and with several other races.",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,19,"At the same time, the general tenour and tendency of the tales and
traditions of the Ainos wear a widely different aspect from that which
characterises the folk-lore of Japan. The Ainos, in their humble way,
are addicted to moralising and to speculating on the origin of things. A
perusal of the following tales will show that a surprisingly large
number of them are attempts to explain some natural phenomenon, or to
exemplify some simple precept. In fact they are science,--physical
science and moral science,--at a very early stage. The explanations
given in these tales completely satisfy the adult Aino mind of the
present day. The Aino fairy-tales are not, as ours are, survivals from
an earlier stage of thought. They spring out of the present state of
thought. Even if not invented of recent years they fit in with the
present Aino view of things,--so much so, that an Aino who recounts one
of his stories does so under the impression that he is narrating an
actual event. He does not ""make believe"" like the European nurse, even
like the European child, who has always, in some nook or corner of his
mind, a presentiment of the scepticism of his later years.",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,20,"So far as I can judge, that ""disease of language"" which we call
metaphor, and which is held by some great authorities to have been the
chief factor in the fabrication of Aryan myth, has no place in Aino
fairy-land; neither have the phenomena of the weather attracted more
attention than other things. But I speak subject to correction. Perhaps
it is not wise to invite controversy on such a point unless one is well
armed for the fight.",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,21,"So far as I can judge, that ""disease of language"" which we call
metaphor, and which is held by some great authorities to have been the
chief factor in the fabrication of Aryan myth, has no place in Aino
fairy-land; neither have the phenomena of the weather attracted more
attention than other things. But I speak subject to correction. Perhaps
it is not wise to invite controversy on such a point unless one is well
armed for the fight.

Failing an elaborate analysis of the Aino fairy-tales, and a discussion
of their origin and affinities, what I venture to offer for your
Society's acceptance is the simple text of the tales themselves,
rendered into English. Nine of them have already been printed in the
Aino ""Memoir"" already referred to. One has been printed (but not quite
in its genuine form, which decency was supposed to forbid) at the end of
Mr. Batchelor's grammar included in the same ""Memoir."" All the others
are now given to the world for the first time, never having yet appeared
in any language, not even in Japanese.",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,22,"I would draw special attention to the character of the translation, as
being an absolutely literal one in the case of all those stories which I
originally wrote down in Aino from the dictation of native informants.
As time pressed, however, I sometimes had the story told me more
rapidly, and wrote it down afterwards in English only, but never more
than a few hours afterwards. In such cases, though every detail is
preserved, the rendering is of course not actually literal. This, and
the fact that there were several informants, will account for the
difference of style between the various stories. I have appended to each
story either the words ""translated literally,"" or the words ""written
down from memory,"" together with the date and the name of the informant,
in order that those who use the collection may know exactly what it is
that they are handling. In all such matters, absolute accuracy, absolute
literalness, wherever attainable, is surely the one thing necessary. Not
",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,23,"all the charm of diction, not all the ingenious theories in the world,
can for a moment be set in the balance against rigid exactness, even if
some of the concomitants of rigid exactness are such as to spoil the
subject for popular treatment. The truth, the stark naked truth, the
truth without so much as a loin-cloth on, should surely be the
investigator's sole aim when, having discovered a new set of facts, he
undertakes to present them to the consideration of the scientific world.",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,24,"Of course Aino tales, like other tales, may also be treated from a
literary point of view. Some of the tales of the present collection,
prettily illustrated with pictures by Japanese artists, and altered,
expurgated, and arranged _virginibus puerisque_, are at the present
moment being prepared by Messrs. Ticknor & Co., of Boston, who thought
with me that such a venture might please our little ones both in England
and in the United States. But such things have no scientific value. They
are not meant to have any. They are mere juvenile literature, whose
English dressing-up has as little relation to the barbarous original as
the Paris fashions have to the anatomy of the human frame.",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,25,"Of course Aino tales, like other tales, may also be treated from a
literary point of view. Some of the tales of the present collection,
prettily illustrated with pictures by Japanese artists, and altered,
expurgated, and arranged _virginibus puerisque_, are at the present
moment being prepared by Messrs. Ticknor & Co., of Boston, who thought
with me that such a venture might please our little ones both in England
and in the United States. But such things have no scientific value. They
are not meant to have any. They are mere juvenile literature, whose
English dressing-up has as little relation to the barbarous original as
the Paris fashions have to the anatomy of the human frame.

The present paper, on the contrary, is intended for the sole perusal of
the anthropologist and ethnologist, who would be deprived of one of the
best means of judging of the state of the Aino mind if the hideous
indecencies of the original were omitted, or its occasional ineptitude
furbished up. Aino mothers, lulling their babies to sleep, as they rock
them in the cradle hung over the kitchen fire, use words, touch on
subjects which we never mention; and that precisely is a noteworthy
characteristic. The innocent savage is not found in Aino-land, if indeed
he is to be found anywhere. The Aino's imagination is as prurient as
that of any Zola, and far more outspoken. Pray, therefore, put the blame
on him, if much of the language of the present collection is such as it
is not usual to see in print. Aino stories and Aino conversation are the
intellectual counterpart of the dirt, the lice, and the skin-diseases
which cover Aino bodies.",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,26,"The present paper, on the contrary, is intended for the sole perusal of
the anthropologist and ethnologist, who would be deprived of one of the
best means of judging of the state of the Aino mind if the hideous
indecencies of the original were omitted, or its occasional ineptitude
furbished up. Aino mothers, lulling their babies to sleep, as they rock
them in the cradle hung over the kitchen fire, use words, touch on
subjects which we never mention; and that precisely is a noteworthy
characteristic. The innocent savage is not found in Aino-land, if indeed
he is to be found anywhere. The Aino's imagination is as prurient as
that of any Zola, and far more outspoken. Pray, therefore, put the blame
on him, if much of the language of the present collection is such as it
is not usual to see in print. Aino stories and Aino conversation are the
intellectual counterpart of the dirt, the lice, and the skin-diseases
which cover Aino bodies.

For the four-fold classification of the stories, no importance is
claimed. It was necessary to arrange them somehow; and the division into
""Tales Accounting for the Origin of Phenomena,"" ""Moral Tales,"" ""Tales of
the Panaumbe and Penaumbe Cycle,"" and ""Miscellaneous Tales,"" suggested
itself as a convenient working arrangement. The ""Scraps of Folk-Lore,""
which have been added at the end, may perhaps be considered out of
place in a collection of tales. But I thought it better to err on the
side of inclusion than on that of exclusion. For it may be presumed that
the object of any such investigation is rather to gain as minute an
acquaintance as possible with the mental products of the people studied,
than scrupulously to conform to any system.",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,27,"There must be a large number of Aino fairy-tales besides those here
given, as the chief tellers of stories, in Aino-land as in Europe, are
the women, and I had mine from men only, the Aino women being much too
shy of male foreigners for it to be possible to have much conversation
with them. Even of the tales I myself heard, several were lost through
the destruction of certain papers,--among others at least three of the
Panaumbe and Penaumbe Cycle, which I do not trust myself to reconstruct
from memory at this distance of time. Many precious hours were likewise
wasted, and much material rendered useless, by the national vice of
drunkenness. A whole month at Hakodate was spoilt in this way, and
nothing obtained from an Aino named Tomtare, who had been procured for
me by the kindness of H. E. the Governor of Hakodate. One can have
intercourse with men who smell badly, and who suffer, as almost all
Ainos do, from lice and from a variety of disgusting skin-diseases. It
",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,28,"is a mere question of endurance and of disinfectants. But it is
impossible to obtain information from a drunkard. A third reason for the
comparatively small number of tales which it is possible to collect
during a limited period of intercourse is the frequency of repetitions.
No doubt such repetitions have a confirmatory value, especially when the
repetition is of the nature of a variant. Still, one would willingly
spare them for the sake of new tales.",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,29,"The Aino names appended to the stories are those of the men by whom they
were told to me, viz. Penri, the aged chief of Piratori; Ishanashte of
Shumunkot; Kannariki of Poropet (Jap. Horobetsu); and Kuteashguru of
Sapporo. Tomtare of Y[=u]rap does not appear for the reason mentioned
above, which spoilt all his usefulness. The only mythological names
which appear are Okikurumi, whom the Ainos regard as having been their
civilizer in very ancient times, his sister-wife Turesh, or Tureshi[hi]
and his henchman Samayunguru. The ""divine symbols,"" of which such
constant mention is made in the tales, are the inao or whittled sticks
frequently described in books of travels.

Basil Hall Chamberlain.
 Miyanoshita, Japan,
 20th July, 1887.

I.--TALES ACCOUNTING FOR THE ORIGIN OF PHENOMENA.

i.--_The Rat and the Owl._[B]",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,30,"i.--_The Rat and the Owl._[B]

An owl had put by for next day the remains of something dainty which he
had to eat. But a rat stole it, whereupon the owl was very angry, and
went off to the rat's house, and threatened to kill him. But the rat
apologised, saying: ""I will give you this gimlet and tell you how you
can obtain from it pleasure far greater than the pleasure of eating the
food which I was so rude as to eat up. Look here! you must stick the
gimlet with the sharp point upwards in the ground at the foot of this
tree; then go to the top of the tree yourself, and slide down the
trunk.""

Then the rat went away, and the owl did as the rat had instructed him.
But, sliding down on to the sharp gimlet, his anus was transfixed, and
he suffered great pain, and, in his grief and rage, went off to kill the
rat. But again the rat met him with apologies, and, as a peace-offering,
gave him a cap for his head.",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,31,"Then the rat went away, and the owl did as the rat had instructed him.
But, sliding down on to the sharp gimlet, his anus was transfixed, and
he suffered great pain, and, in his grief and rage, went off to kill the
rat. But again the rat met him with apologies, and, as a peace-offering,
gave him a cap for his head.

These events account for the thick cap of erect feathers which the owl
wears to this day, and also for the enmity between the owl and the
rat.--(Written down from memory. Told by Ishanashte, 25th November,
1886.)

[B] The Aino name here used (_ahunrashambe_) denotes a horned species.

ii.--_The Loves of the Thunder-Gods._

Two young thunder-gods, sons of the chief thunder-god, fell violently in
love with the same Aino woman. Said one of them to the other, in a
joking way: ""I will become a flea, so as to be able to hop into her
bosom."" Said the other: ""I will become a louse, so as to be able to stay
always in her bosom.""",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,32,"Two young thunder-gods, sons of the chief thunder-god, fell violently in
love with the same Aino woman. Said one of them to the other, in a
joking way: ""I will become a flea, so as to be able to hop into her
bosom."" Said the other: ""I will become a louse, so as to be able to stay
always in her bosom.""

""Are those your wishes?"" cried their father, the chief thunder-god. ""You
shall be taken at your word""; and forthwith the one of them who had said
he would become a flea was turned into a flea, while he who said he
would become a louse was turned into a louse. Hence all the fleas and
lice that exist at the present day.

This accounts for the fact that, whenever there is a thunder-storm,
fleas jump out of all sorts of places where there were none to be seen
before.--(Written down from memory. Told by Ishanashte, 27th November,
1886.)

iii.--_Why Dogs cannot speak._",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,33,"iii.--_Why Dogs cannot speak._

Formerly dogs could speak. Now they cannot. The reason is that a dog,
belonging to a certain man a long time ago, inveigled his master into
the forest under the pretext of showing him game, and there caused him
to be devoured by a bear. Then the dog went home to his master's widow,
and lied to her, saying: ""My master has been killed by a bear. But when
he was dying he commanded me to tell you to marry me in his stead."" The
widow knew that the dog was lying. But he kept on urging her to marry
him. So at last, in her grief and rage, she threw a handful of dust into
his open mouth. This made him unable to speak any more, and therefore no
dogs can speak even to this very day.--(Written down from memory. Told
by Ishanashte, 29th November, 1886.)

iv.--_Why the Cock cannot fly._",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,34,"iv.--_Why the Cock cannot fly._

When the Creator had finished creating the world, and had returned to
the sky, he sent down the cock to see whether the world was good or not,
with orders to come back at once. But the world was so beautiful, that
the cock, unable to tear himself away, kept lingering on from day to
day. At last, after a long time, he was on his way flying back up to the
sky. But God, angry with him for his disobedience, stretched forth his
hand, and beat him down to earth, saying: ""You are not wanted in the sky
any more.""

That is why, to this very day, the cock cannot fly high.--(Written down
from memory. Told by Penri, 18th July, 1886.)

v.--_The Origin of the Hare._",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,35,"v.--_The Origin of the Hare._

Suddenly there was a large house on the top of a mountain, wherein were
six people beautifully arrayed, but constantly quarrelling. Whence they
came was unknown. Thereupon Okikurumi came and said: ""Oh! you bad hares!
you wicked hares! who does not know your origin? The children in the sky
were pelting each other with snowballs, and the snowballs fell into the
world of men. As it would be a pity to waste anything that falls from
the sky, the snowballs were turned into hares, and those hares are you.
You, who dwell in this world, which belongs to me, should not quarrel.
What is it that you are making such a noise about?""",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,36,"Suddenly there was a large house on the top of a mountain, wherein were
six people beautifully arrayed, but constantly quarrelling. Whence they
came was unknown. Thereupon Okikurumi came and said: ""Oh! you bad hares!
you wicked hares! who does not know your origin? The children in the sky
were pelting each other with snowballs, and the snowballs fell into the
world of men. As it would be a pity to waste anything that falls from
the sky, the snowballs were turned into hares, and those hares are you.
You, who dwell in this world, which belongs to me, should not quarrel.
What is it that you are making such a noise about?""

With these words, Okikurumi seized a fire-brand, and beat each of the
six with it in turn. Thereupon all the hares ran away. This is the
origin of the hare[-god]; and for this reason the body of the hare is
white because made of snow, while its ears--which are the place where it
was charred by the fire-brand,--are black.--(Translated literally. Told
by Penri, 10th July, 1886.)",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,37,"With these words, Okikurumi seized a fire-brand, and beat each of the
six with it in turn. Thereupon all the hares ran away. This is the
origin of the hare[-god]; and for this reason the body of the hare is
white because made of snow, while its ears--which are the place where it
was charred by the fire-brand,--are black.--(Translated literally. Told
by Penri, 10th July, 1886.)

vi.--_The Position of the Private Parts._

At the beginning of the world it had been the Creator's intention to
place both men's and women's genitals on their foreheads so that they
might be able to procreate children easily. But the otter made a mistake
in conveying the message to that effect; and that is how the genitals
come to be in the inconvenient place they are now in.--(Written down
from memory. Told by Ishanashte, 11th July, 1886.)

vii.--_The Reason for there being no Fixed Time for Human Beings to
copulate._",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,38,"vii.--_The Reason for there being no Fixed Time for Human Beings to
copulate._

Anciently the Creator summoned all the birds and beasts, the gods and
devils together, in order to instruct them on the subject of copulation.
So the birds and all the others of every sort assembled, and learnt from
the Creator when to copulate, and when to give birth to their young.

Then the Creator said to the horse: ""Oh! thou divine ancestor of horses!
It will be well for thee to copulate one spring, and to give birth to
thy young in the spring of the following year; and thou mayest eat any
of the grass that may grow in any land."" At these words, the horse was
delighted, and forthwith trotted out. But, as he rose, he kicked God in
the forehead. So God was very angry, and pressed his hand to his head,
so much did it hurt him.",BAAI/bge-m3,ainu_folk_tales,paragraph
ainu_folk_tales,ainu_folk_tales,39,"Then the Creator said to the horse: ""Oh! thou divine ancestor of horses!
It will be well for thee to copulate one spring, and to give birth to
thy young in the spring of the following year; and thou mayest eat any
of the grass that may grow in any land."" At these words, the horse was
delighted, and forthwith trotted out. But, as he rose, he kicked God in
the forehead. So God was very angry, and pressed his hand to his head,
so much did it hurt him.

Meanwhile, the ancestor of men came in, and asked saying: ""How about me?
When shall I copulate?"" To which God, being still angry, replied:
""Whenever you like!"" For this reason, that race of creatures which is
called man copulate at all times.--(Translated literally. Told by
Ishanashte, 12th July, 1886).

viii.--_The Owl and the Tortoise._",BAAI/bge-m3,ainu_folk_tales,paragraph
